rowNumber,Date,Company,Level,Title,TCOMP,Location,YearsOfExperience,YearsOfService,Tag,BaseSalary,StockGrant,Bonus,Gender,CityId
34556,2020-07-28,AMAZON,L4,Software Engineer,231.0,"Seattle, WA",1,0,API Development (Back-End),185.0,46.0,0.0,Male,11527
34706,2020-07-30,AMAZON,L5,Software Engineer,229.0,"Seattle, WA",4,2,API Development (Back-End),163.0,66.0,0.0,Male,11527
34736,2020-07-30,AMAZON,L4,Software Engineer,228.0,"Seattle, WA",1,0,Distributed Systems (Back-End),179.0,7.0,42.0,Male,11527
34818,2020-07-30,AMAZON,L5,Software Engineer,176.0,"Seattle, WA",8,0,Full Stack,91.0,58.0,27.0,Male,11527
35036,2020-08-01,AMAZON,L5,Software Engineer,224.0,"Seattle, WA",10,4,API Development (Back-End),169.0,55.0,0.0,Female,11527
35052,2020-08-02,AMAZON,L5,Software Engineer,187.0,"Seattle, WA",4,1,Networking,168.0,6.0,13.0,NotDisclosed,11527
35069,2020-08-02,AMAZON,L5,Software Engineer,214.0,"Seattle, WA",4,5,Distributed Systems (Back-End),162.0,52.0,0.0,Male,11527
35166,2020-08-03,AMAZON,L3,Software Engineer,170.0,"Seattle, WA",2,0,Full Stack,124.0,33.0,13.0,NotDisclosed,11527
35212,2020-08-03,AMAZON,L5,Software Engineer,146.0,"Seattle, WA",3,2,Distributed Systems (Back-End),92.0,54.0,0.0,Male,11527
35216,2020-08-03,AMAZON,L5,Software Engineer,146.0,"Seattle, WA",4,2,Distributed Systems (Back-End),96.0,50.0,0.0,Male,11527
35243,2020-08-04,AMAZON,L5,Software Engineer,228.0,"Seattle, WA",3,7,Mobile (iOS + Android),171.0,57.0,0.0,Male,11527
35405,2020-08-05,AMAZON,SDE I,Software Engineer,217.0,"Seattle, WA",1,0,Full Stack,171.0,3.0,43.0,Male,11527
35527,2020-08-06,AMAZON,L5,Software Engineer,247.0,"Seattle, WA",12,2,Distributed Systems (Back-End),195.0,52.0,0.0,Male,11527
35554,2020-08-06,AMAZON,L4,Software Engineer,145.0,"Seattle, WA",1,0,Data,113.0,21.0,11.0,Male,11527
35637,2020-08-07,AMAZON,L4,Software Engineer,115.0,"Seattle, WA",3,0,Distributed Systems (Back-End),74.0,17.0,24.0,NotDisclosed,11527
35710,2020-08-07,AMAZON,SDE I,Software Engineer,144.0,"Seattle, WA",1,0,Full Stack,102.0,25.0,17.0,NotDisclosed,11527
35763,2020-08-08,AMAZON,L4,Software Engineer,158.0,"Seattle, WA",2,2,API Development (Back-End),101.0,24.0,33.0,NotDisclosed,11527
35790,2020-08-08,AMAZON,SDE II,Software Engineer,230.0,"Seattle, WA",4,1,Android,146.0,84.0,0.0,Male,11527
35854,2020-08-09,AMAZON,L5,Software Engineer,202.0,"Seattle, WA",2,0,Distributed Systems (Back-End),123.0,62.0,17.0,NotDisclosed,11527
35964,2020-08-10,AMAZON,L5,Software Engineer,213.0,"Seattle, WA",7,5,API Development (Back-End),130.0,83.0,0.0,NotDisclosed,11527
36022,2020-08-10,AMAZON,L5,Software Engineer,256.0,"Seattle, WA",4,6,Distributed Systems (Back-End),197.0,59.0,0.0,NotDisclosed,11527
36073,2020-08-11,AMAZON,L4,Software Engineer,113.0,"Seattle, WA",1,1,Full Stack,81.0,11.0,21.0,NotDisclosed,11527
36082,2020-08-11,AMAZON,L5,Software Engineer,121.0,"Seattle, WA",5,4,Distributed Systems (Back-End),89.0,32.0,0.0,NotDisclosed,11527
36169,2020-08-12,AMAZON,L6,Software Engineer,157.0,"Seattle, WA",21,3,Full Stack,84.0,73.0,0.0,NotDisclosed,11527
36200,2020-08-12,AMAZON,L5,Software Engineer,263.0,"Seattle, WA",2,3,Distributed Systems (Back-End),204.0,54.0,5.0,NotDisclosed,11527
36222,2020-08-12,AMAZON,L4,Software Engineer,101.0,"Seattle, WA",1,1,ML / AI,74.0,4.0,23.0,Male,11527
36227,2020-08-12,AMAZON,L5,Software Engineer,114.0,"Seattle, WA",8,2,Testing (SDET),72.0,42.0,0.0,NotDisclosed,11527
36265,2020-08-12,AMAZON,L5,Software Engineer,223.0,"Seattle, WA",2,6,API Development (Back-End),121.0,102.0,0.0,NotDisclosed,11527
36522,2020-08-14,AMAZON,L5,Software Engineer,199.0,"Seattle, WA",9,1,Control Systems,126.0,73.0,0.0,Male,11527
36525,2020-08-14,AMAZON,L5,Software Engineer,176.0,"Seattle, WA",3,2,Distributed Systems (Back-End),142.0,34.0,0.0,NotDisclosed,11527
36529,2020-08-14,AMAZON,L4,Software Engineer,147.0,"Seattle, WA",5,1,API Development (Back-End),81.0,36.0,30.0,NotDisclosed,11527
36646,2020-08-15,AMAZON,L4,Software Engineer,213.0,"Seattle, WA",0,0,Full Stack,158.0,31.0,24.0,Male,11527
36667,2020-08-15,AMAZON,L5,Software Engineer,189.0,"Seattle, WA",6,4,API Development (Back-End),109.0,80.0,0.0,Male,11527
36699,2020-08-16,AMAZON,L5,Software Engineer,156.0,"Seattle, WA",9,4,API Development (Back-End),114.0,36.0,6.0,Male,11527
36812,2020-08-17,AMAZON,L4,Software Engineer,165.0,"Seattle, WA",1,1,Distributed Systems (Back-End),136.0,5.0,24.0,NotDisclosed,11527
36932,2020-08-18,AMAZON,L6,Software Engineer,265.0,"Seattle, WA",11,10,Distributed Systems (Back-End),197.0,68.0,0.0,NotDisclosed,11527
36938,2020-08-18,AMAZON,L4,Software Engineer,182.0,"Seattle, WA",2,1,ML / AI,144.0,11.0,27.0,Male,11527
36995,2020-08-18,AMAZON,L5,Software Engineer,248.0,"Seattle, WA",3,3,Distributed Systems (Back-End),201.0,47.0,0.0,NotDisclosed,11527
37014,2020-08-18,AMAZON,SDE III,Software Engineer,235.0,"Seattle, WA",11,3,Distributed Systems (Back-End),125.0,110.0,0.0,NotDisclosed,11527
37022,2020-08-18,AMAZON,L5,Software Engineer,170.0,"Seattle, WA",4,4,Distributed Systems (Back-End),111.0,59.0,0.0,Male,11527
37050,2020-08-18,AMAZON,L5,Software Engineer,220.0,"Seattle, WA",3,2,Full Stack,161.0,59.0,0.0,Female,11527
37240,2020-08-19,AMAZON,SDE I,Software Engineer,137.0,"Seattle, WA",9,6,Full Stack,117.0,11.0,9.0,NotDisclosed,11527
37293,2020-08-20,AMAZON,L5,Software Engineer,171.0,"Seattle, WA",14,4,API Development (Back-End),99.0,72.0,0.0,Male,11527
37318,2020-08-20,AMAZON,L5,Software Engineer,194.0,"Seattle, WA",15,5,Full Stack,148.0,46.0,0.0,Male,11527
37319,2020-08-20,AMAZON,L5,Software Engineer,259.0,"Seattle, WA",8,4,Distributed Systems (Back-End),182.0,77.0,0.0,Male,11527
37393,2020-08-20,AMAZON,L5,Software Engineer,213.0,"Seattle, WA",16,1,Web Development (Front-End),180.0,33.0,0.0,Male,11527
37435,2020-08-21,AMAZON,SDE I,Software Engineer,210.0,"Seattle, WA",8,0,ML / AI,169.0,26.0,15.0,NotDisclosed,11527
37526,2020-08-21,AMAZON,L4,Software Engineer,161.0,"Seattle, WA",0,0,API Development (Back-End),116.0,31.0,14.0,NotDisclosed,11527
37554,2020-08-21,AMAZON,SDE II,Software Engineer,244.0,"Seattle, WA",3,0,Distributed Systems (Back-End),149.0,60.0,35.0,NotDisclosed,11527
37716,2020-08-23,AMAZON,L5,Software Engineer,196.0,"Seattle, WA",6,3,Full Stack,120.0,76.0,0.0,NotDisclosed,11527
37805,2020-08-24,AMAZON,L4,Software Engineer,104.0,"Seattle, WA",4,3,Android,73.0,31.0,0.0,Male,11527
37813,2020-08-24,AMAZON,L5,Software Engineer,211.0,"Seattle, WA",7,1,Data,167.0,44.0,0.0,NotDisclosed,11527
37834,2020-08-24,AMAZON,L3,Software Engineer,171.0,"Seattle, WA",6,0,Mobile (iOS + Android),140.0,3.0,28.0,Male,11527
37873,2020-08-24,AMAZON,L5,Software Engineer,223.0,"Seattle, WA",9,3,Distributed Systems (Back-End),139.0,84.0,0.0,NotDisclosed,11527
37887,2020-08-24,AMAZON,L4,Software Engineer,194.0,"Seattle, WA",0,0,Full Stack,152.0,11.0,31.0,NotDisclosed,11527
37892,2020-08-24,AMAZON,L4,Software Engineer,204.0,"Seattle, WA",2,1,Distributed Systems (Back-End),165.0,27.0,12.0,Male,11527
38015,2020-08-25,AMAZON,L6,Software Engineer,195.0,"Seattle, WA",8,5,Distributed Systems (Back-End),138.0,57.0,0.0,NotDisclosed,11527
38116,2020-08-26,AMAZON,L4,Software Engineer,115.0,"Seattle, WA",3,0,Full Stack,76.0,6.0,33.0,NotDisclosed,11527
38198,2020-08-26,AMAZON,SDE I,Software Engineer,156.0,"Seattle, WA",0,0,Full Stack,118.0,8.0,30.0,Male,11527
38350,2020-08-27,AMAZON,L4,Software Engineer,162.0,"Seattle, WA",1,1,API Development (Back-End),129.0,19.0,14.0,NotDisclosed,11527
38393,2020-08-27,AMAZON,L4,Software Engineer,185.0,"Seattle, WA",0,0,ML / AI,146.0,5.0,34.0,Male,11527
38483,2020-08-28,AMAZON,L4,Software Engineer,176.0,"Seattle, WA",1,0,ML / AI,104.0,49.0,23.0,Male,11527
38587,2020-08-28,AMAZON,L4,Software Engineer,128.0,"Seattle, WA",0,0,API Development (Back-End),103.0,5.0,20.0,NotDisclosed,11527
38591,2020-08-28,AMAZON,L5,Software Engineer,144.0,"Seattle, WA",7,5,Full Stack,93.0,51.0,0.0,Male,11527
38614,2020-08-29,AMAZON,SDE II,Software Engineer,167.0,"Seattle, WA",0,0,Full Stack,138.0,12.0,17.0,NotDisclosed,11527
38665,2020-08-29,AMAZON,L5,Software Engineer,209.0,"Seattle, WA",4,5,Distributed Systems (Back-End),116.0,93.0,0.0,Male,11527
38672,2020-08-29,AMAZON,L5,Software Engineer,175.0,"Seattle, WA",10,4,API Development (Back-End),150.0,25.0,0.0,Male,11527
38698,2020-08-29,AMAZON,L5,Software Engineer,183.0,"Seattle, WA",7,3,Distributed Systems (Back-End),116.0,50.0,17.0,NotDisclosed,11527
38788,2020-08-30,AMAZON,L5,Software Engineer,225.0,"Seattle, WA",5,1,Full Stack,146.0,79.0,0.0,Male,11527
38820,2020-08-30,AMAZON,L4,Software Engineer,154.0,"Seattle, WA",0,0,Full Stack,116.0,7.0,31.0,NotDisclosed,11527
38825,2020-08-30,AMAZON,L5,Software Engineer,236.0,"Seattle, WA",3,3,ML / AI,141.0,95.0,0.0,NotDisclosed,11527
38828,2020-08-30,AMAZON,L5,Software Engineer,244.0,"Seattle, WA",8,4,Testing (SDET),174.0,70.0,0.0,NotDisclosed,11527
38841,2020-08-30,AMAZON,L5,Software Engineer,132.0,"Seattle, WA",5,2,API Development (Back-End),111.0,18.0,3.0,Male,11527
38850,2020-08-31,AMAZON,L4,Software Engineer,193.0,"Seattle, WA",0,0,Full Stack,167.0,4.0,22.0,Male,11527
39211,2020-09-02,AMAZON,L5,Software Engineer,161.0,"Seattle, WA",3,4,ML / AI,90.0,71.0,0.0,NotDisclosed,11527
39285,2020-09-02,AMAZON,SDE II,Software Engineer,127.0,"Seattle, WA",4,4,Distributed Systems (Back-End),95.0,32.0,0.0,NotDisclosed,11527
39292,2020-09-02,AMAZON,L4,Software Engineer,187.0,"Seattle, WA",2,0,API Development (Back-End),164.0,5.0,18.0,NotDisclosed,11527
39346,2020-09-02,AMAZON,L4,Software Engineer,168.0,"Seattle, WA",6,3,Distributed Systems (Back-End),114.0,54.0,0.0,Female,11527
39384,2020-09-02,AMAZON,SDE II,Software Engineer,228.0,"Seattle, WA",3,4,Full Stack,158.0,70.0,0.0,NotDisclosed,11527
39462,2020-09-03,AMAZON,SDE I,Software Engineer,207.0,"Seattle, WA",1,0,Full Stack,143.0,27.0,37.0,Male,11527
39658,2020-09-04,AMAZON,L5,Software Engineer,138.0,"Seattle, WA",8,6,Distributed Systems (Back-End),73.0,65.0,0.0,Male,11527
39840,2020-09-05,AMAZON,L4,Software Engineer,210.0,"Seattle, WA",3,4,API Development (Back-End),156.0,54.0,0.0,NotDisclosed,11527
40136,2020-09-07,AMAZON,L4,Software Engineer,137.0,"Seattle, WA",3,1,Full Stack,107.0,21.0,9.0,Male,11527
40141,2020-09-07,AMAZON,SDE II,Software Engineer,250.0,"Seattle, WA",14,0,Distributed Systems (Back-End),186.0,64.0,0.0,Male,11527
40168,2020-09-07,AMAZON,L4,Software Engineer,167.0,"Seattle, WA",1,0,Full Stack,122.0,26.0,19.0,Male,11527
40316,2020-09-08,AMAZON,L6,Software Engineer,287.0,"Seattle, WA",8,5,Distributed Systems (Back-End),194.0,93.0,0.0,NotDisclosed,11527
40321,2020-09-08,AMAZON,L6,Software Engineer,142.0,"Seattle, WA",14,2,Web Development (Front-End),110.0,32.0,0.0,Male,11527
40371,2020-09-09,AMAZON,L3,Software Engineer,189.0,"Seattle, WA",2,1,Distributed Systems (Back-End),152.0,37.0,0.0,NotDisclosed,11527
40384,2020-09-09,AMAZON,L1 ,Software Engineer,208.0,"Seattle, WA",0,0,Networking,111.0,64.0,33.0,Male,11527
40592,2020-09-10,AMAZON,L4,Software Engineer,165.0,"Seattle, WA",2,0,Full Stack,111.0,25.0,29.0,Male,11527
40810,2020-09-12,AMAZON,L4,Software Engineer,122.0,"Seattle, WA",2,1,API Development (Back-End),103.0,19.0,0.0,Male,11527
40827,2020-09-12,AMAZON,L5,Software Engineer,157.0,"Seattle, WA",4,1,Distributed Systems (Back-End),101.0,36.0,20.0,NotDisclosed,11527
40926,2020-09-13,AMAZON,L4,Software Engineer,107.0,"Seattle, WA",0,0,Full Stack,75.0,7.0,25.0,Male,11527
41132,2020-09-14,AMAZON,L5,Software Engineer,231.0,"Seattle, WA",3,3,Full Stack,184.0,47.0,0.0,Male,11527
41222,2020-09-15,AMAZON,L5,Software Engineer,176.0,"Seattle, WA",2,5,Distributed Systems (Back-End),133.0,41.0,2.0,Male,11527
41233,2020-09-15,AMAZON,L4,Software Engineer,178.0,"Seattle, WA",6,1,Distributed Systems (Back-End),148.0,3.0,27.0,Male,11527
41252,2020-09-15,AMAZON,L4,Software Engineer,149.0,"Seattle, WA",1,3,Distributed Systems (Back-End),99.0,12.0,38.0,NotDisclosed,11527
41398,2020-09-16,AMAZON,L5,Software Engineer,178.0,"Seattle, WA",6,4,Distributed Systems (Back-End),157.0,21.0,0.0,Male,11527
41571,2020-09-17,AMAZON,L4,Software Engineer,205.0,"Seattle, WA",2,3,API Development (Back-End),158.0,47.0,0.0,Male,11527
41620,2020-09-17,AMAZON,L4,Software Engineer,135.0,"Seattle, WA",2,0,Distributed Systems (Back-End),90.0,12.0,33.0,NotDisclosed,11527
41777,2020-09-19,AMAZON,L6,Software Engineer,210.0,"Seattle, WA",15,2,Full Stack,139.0,71.0,0.0,NotDisclosed,11527
41789,2020-09-19,AMAZON,L4,Software Engineer,127.0,"Seattle, WA",0,0,Distributed Systems (Back-End),119.0,8.0,0.0,Male,11527
41864,2020-09-20,AMAZON,L4,Software Engineer,163.0,"Seattle, WA",1,1,Distributed Systems (Back-End),145.0,4.0,14.0,NotDisclosed,11527
41936,2020-09-21,AMAZON,L4,Software Engineer,214.0,"Seattle, WA",1,1,Distributed Systems (Back-End),172.0,3.0,39.0,Male,11527
42016,2020-09-21,AMAZON,L5,Software Engineer,290.0,"Seattle, WA",4,4,ML / AI,206.0,84.0,0.0,Male,11527
42040,2020-09-21,AMAZON,L4,Software Engineer,188.0,"Seattle, WA",0,0,API Development (Back-End),137.0,19.0,32.0,Female,11527
42147,2020-09-22,AMAZON,SDE I,Software Engineer,123.0,"Seattle, WA",1,0,Full Stack,92.0,11.0,20.0,NotDisclosed,11527
42264,2020-09-22,AMAZON,L4,Software Engineer,123.0,"Seattle, WA",0,0,Full Stack,89.0,15.0,19.0,NotDisclosed,11527
42269,2020-09-22,AMAZON,L4,Software Engineer,159.0,"Seattle, WA",0,0,Security,89.0,28.0,42.0,Male,11527
42278,2020-09-22,AMAZON,L5,Software Engineer,197.0,"Seattle, WA",9,6,API Development (Back-End),106.0,91.0,0.0,NotDisclosed,11527
42280,2020-09-22,AMAZON,L4,Software Engineer,216.0,"Seattle, WA",4,1,Full Stack,175.0,15.0,26.0,NotDisclosed,11527
42407,2020-09-23,AMAZON,L4,Software Engineer,208.0,"Seattle, WA",3,0,Full Stack,155.0,34.0,19.0,Male,11527
42410,2020-09-23,AMAZON,L3,Software Engineer,236.0,"Seattle, WA",1,0,Full Stack,200.0,19.0,17.0,Male,11527
42775,2020-09-25,AMAZON,L5,Software Engineer,145.0,"Seattle, WA",10,7,Distributed Systems (Back-End),89.0,56.0,0.0,NotDisclosed,11527
42851,2020-09-26,AMAZON,L3,Software Engineer,223.0,"Seattle, WA",1,0,API Development (Back-End),184.0,5.0,34.0,Male,11527
42939,2020-09-27,AMAZON,L6,Software Engineer,316.0,"Seattle, WA",5,4,Full Stack,206.0,110.0,0.0,NotDisclosed,11527
42959,2020-09-27,AMAZON,L5,Software Engineer,188.0,"Seattle, WA",6,7,Full Stack,102.0,86.0,0.0,NotDisclosed,11527
43002,2020-09-28,AMAZON,Sde 2,Software Engineer,253.0,"Seattle, WA",2,3,API Development (Back-End),166.0,87.0,0.0,NotDisclosed,11527
43018,2020-09-28,AMAZON,L5,Software Engineer,247.0,"Seattle, WA",6,3,Distributed Systems (Back-End),187.0,60.0,0.0,Male,11527
43067,2020-09-28,AMAZON,L5,Software Engineer,188.0,"Seattle, WA",3,3,Distributed Systems (Back-End),145.0,43.0,0.0,Male,11527
43172,2020-09-29,AMAZON,L5,Software Engineer,254.0,"Seattle, WA",4,0,Full Stack,170.0,50.0,34.0,Male,11527
43212,2020-09-29,AMAZON,L4,Software Engineer,223.0,"Seattle, WA",2,0,Distributed Systems (Back-End),179.0,10.0,34.0,NotDisclosed,11527
43221,2020-09-29,AMAZON,L5,Software Engineer,192.0,"Seattle, WA",1,3,Full Stack,143.0,49.0,0.0,NotDisclosed,11527
43230,2020-09-29,AMAZON,L4,Software Engineer,143.0,"Seattle, WA",4,1,Web Development (Front-End),80.0,63.0,0.0,Female,11527
43326,2020-09-30,AMAZON,L4,Software Engineer,155.0,"Seattle, WA",0,0,Data,126.0,17.0,12.0,NotDisclosed,11527
43420,2020-09-30,AMAZON,L4,Software Engineer,190.0,"Seattle, WA",5,0,Distributed Systems (Back-End),156.0,16.0,18.0,Male,11527
43515,2020-10-01,AMAZON,L5,Software Engineer,174.0,"Seattle, WA",7,5,Full Stack,128.0,46.0,0.0,Female,11527
43535,2020-10-01,AMAZON,L5,Software Engineer,242.0,"Seattle, WA",4,2,Distributed Systems (Back-End),167.0,73.0,2.0,Female,11527
43590,2020-10-01,AMAZON,L5,Software Engineer,189.0,"Seattle, WA",1,2,Full Stack,138.0,51.0,0.0,NotDisclosed,11527
43604,2020-10-01,AMAZON,L4,Software Engineer,138.0,"Seattle, WA",1,0,Security,70.0,41.0,27.0,Male,11527
43724,2020-10-02,AMAZON,L5,Software Engineer,201.0,"Seattle, WA",2,4,API Development (Back-End),143.0,58.0,0.0,Male,11527
43788,2020-10-03,AMAZON,L4,Software Engineer,134.0,"Seattle, WA",1,0,ML / AI,106.0,15.0,13.0,Male,11527
43892,2020-10-04,AMAZON,L4,Software Engineer,155.0,"Seattle, WA",2,3,Distributed Systems (Back-End),124.0,31.0,0.0,NotDisclosed,11527
43899,2020-10-04,AMAZON,L5,Software Engineer,247.0,"Seattle, WA",7,2,Production,149.0,98.0,0.0,Male,11527
43908,2020-10-05,AMAZON,L5,Software Engineer,211.0,"Seattle, WA",3,3,Full Stack,142.0,69.0,0.0,Male,11527
44026,2020-10-05,AMAZON,L4,Software Engineer,170.0,"Seattle, WA",0,0,Full Stack,145.0,4.0,21.0,Male,11527
44028,2020-10-05,AMAZON,L4,Software Engineer,166.0,"Seattle, WA",7,1,Full Stack,151.0,5.0,10.0,NotDisclosed,11527
44044,2020-10-06,AMAZON,L5,Software Engineer,264.0,"Seattle, WA",12,6,Distributed Systems (Back-End),207.0,57.0,0.0,NotDisclosed,11527
44304,2020-10-07,AMAZON,L5,Software Engineer,241.0,"Seattle, WA",2,1,Web Development (Front-End),194.0,47.0,0.0,Male,11527
44414,2020-10-08,AMAZON,L4,Software Engineer,175.0,"Seattle, WA",2,0,Full Stack,153.0,12.0,10.0,Male,11527
44460,2020-10-08,AMAZON,L4,Software Engineer,123.0,"Seattle, WA",6,0,Networking,98.0,15.0,10.0,Female,11527
44517,2020-10-09,AMAZON,L4,Software Engineer,234.0,"Seattle, WA",7,0,Web Development (Front-End),197.0,3.0,34.0,NotDisclosed,11527
44530,2020-10-09,AMAZON,L4,Software Engineer,143.0,"Seattle, WA",1,1,Networking,100.0,17.0,26.0,NotDisclosed,11527
44537,2020-10-09,AMAZON,SDE I,Software Engineer,212.0,"Seattle, WA",1,0,API Development (Back-End),157.0,33.0,22.0,Male,11527
44561,2020-10-09,AMAZON,L4,Software Engineer,147.0,"Seattle, WA",5,3,DevOps,130.0,17.0,0.0,Male,11527
44612,2020-10-09,AMAZON,L5,Software Engineer,199.0,"Seattle, WA",4,3,Distributed Systems (Back-End),116.0,83.0,0.0,Male,11527
44793,2020-10-12,AMAZON,L5,Software Engineer,166.0,"Seattle, WA",9,10,Distributed Systems (Back-End),133.0,33.0,0.0,Male,11527
44848,2020-10-12,AMAZON,L5,Software Engineer,160.0,"Seattle, WA",6,3,ML / AI,128.0,24.0,8.0,Male,11527
44921,2020-10-12,AMAZON,L4,Software Engineer,212.0,"Seattle, WA",0,0,Full Stack,170.0,32.0,10.0,NotDisclosed,11527
44925,2020-10-12,AMAZON,L4,Software Engineer,204.0,"Seattle, WA",1,0,API Development (Back-End),139.0,62.0,3.0,Male,11527
45090,2020-10-14,AMAZON,L5,Software Engineer,198.0,"Seattle, WA",10,1,Distributed Systems (Back-End),153.0,45.0,0.0,Male,11527
45184,2020-10-14,AMAZON,L4,Software Engineer,161.0,"Seattle, WA",0,0,Production,105.0,27.0,29.0,NotDisclosed,11527
45190,2020-10-14,AMAZON,L5,Software Engineer,203.0,"Seattle, WA",4,4,Distributed Systems (Back-End),148.0,55.0,0.0,Male,11527
45220,2020-10-14,AMAZON,L5,Software Engineer,118.0,"Seattle, WA",4,4,Full Stack,78.0,40.0,0.0,NotDisclosed,11527
45335,2020-10-15,AMAZON,L4,Software Engineer,108.0,"Seattle, WA",0,0,Not Determined,75.0,33.0,0.0,NotDisclosed,11527
45383,2020-10-16,AMAZON,L4,Software Engineer,198.0,"Seattle, WA",0,0,AWS,149.0,27.0,22.0,NotDisclosed,11527
45432,2020-10-16,AMAZON,L4,Software Engineer,218.0,"Seattle, WA",1,1,Distributed Systems (Back-End),174.0,28.0,16.0,NotDisclosed,11527
45643,2020-10-18,AMAZON,L5,Software Engineer,227.0,"Seattle, WA",5,3,Distributed Systems (Back-End),187.0,40.0,0.0,Male,11527
45649,2020-10-18,AMAZON,L4,Software Engineer,201.0,"Seattle, WA",3,1,API Development (Back-End),147.0,41.0,13.0,NotDisclosed,11527
45659,2020-10-18,AMAZON,L4,Software Engineer,210.0,"Seattle, WA",0,0,API Development (Back-End),175.0,19.0,16.0,Male,11527
45690,2020-10-19,AMAZON,SDE I,Software Engineer,102.0,"Seattle, WA",0,0,Full Stack,71.0,6.0,25.0,Male,11527
45822,2020-10-19,AMAZON,SDE II,Software Engineer,141.0,"Seattle, WA",14,8,Distributed Systems (Back-End),97.0,44.0,0.0,Male,11527
45837,2020-10-19,AMAZON,L5,Software Engineer,185.0,"Seattle, WA",8,6,Distributed Systems (Back-End),154.0,29.0,2.0,Male,11527
45890,2020-10-20,AMAZON,L4,Software Engineer,194.0,"Seattle, WA",0,0,Full Stack,151.0,11.0,32.0,Male,11527
45896,2020-10-20,AMAZON,L4,Software Engineer,179.0,"Seattle, WA",1,1,Distributed Systems (Back-End),149.0,30.0,0.0,Male,11527
45912,2020-10-20,AMAZON,L4,Software Engineer,212.0,"Seattle, WA",3,1,API Development (Back-End),166.0,17.0,29.0,Female,11527
45917,2020-10-20,AMAZON,L5,Software Engineer,198.0,"Seattle, WA",5,1,Distributed Systems (Back-End),143.0,55.0,0.0,Female,11527
45919,2020-10-20,AMAZON,SDE I,Software Engineer,153.0,"Seattle, WA",4,0,Full Stack,100.0,31.0,22.0,Male,11527
45921,2020-10-20,AMAZON,5,Software Engineer,218.0,"Seattle, WA",7,6,API Development (Back-End),168.0,50.0,0.0,NotDisclosed,11527
45935,2020-10-20,AMAZON,SDE I,Software Engineer,161.0,"Seattle, WA",0,0,New Grad,117.0,27.0,17.0,NotDisclosed,11527
45942,2020-10-20,AMAZON,L4,Software Engineer,208.0,"Seattle, WA",2,0,API Development (Back-End),153.0,18.0,37.0,Male,11527
46244,2020-10-23,AMAZON,L4,Software Engineer,168.0,"Seattle, WA",1,0,Distributed Systems (Back-End),117.0,29.0,22.0,Male,11527
46278,2020-10-23,AMAZON,L4,Software Engineer,202.0,"Seattle, WA",2,0,Full Stack,181.0,9.0,12.0,Female,11527
46310,2020-10-23,AMAZON,L5,Software Engineer,207.0,"Seattle, WA",8,4,Full Stack,103.0,104.0,0.0,Female,11527
46469,2020-10-25,AMAZON,L4,Software Engineer,141.0,"Seattle, WA",0,0,Full Stack,120.0,10.0,11.0,Male,11527
46487,2020-10-25,AMAZON,L6,Software Engineer,210.0,"Seattle, WA",7,6,Distributed Systems (Back-End),158.0,52.0,0.0,NotDisclosed,11527
46500,2020-10-25,AMAZON,L5,Software Engineer,155.0,"Seattle, WA",5,1,API Development (Back-End),87.0,68.0,0.0,Male,11527
46629,2020-10-26,AMAZON,L5,Software Engineer,217.0,"Seattle, WA",6,3,Distributed Systems (Back-End),177.0,40.0,0.0,Male,11527
46673,2020-10-27,AMAZON,L4,Software Engineer,169.0,"Seattle, WA",1,0,Full Stack,145.0,5.0,19.0,Male,11527
46685,2020-10-27,AMAZON,L5,Software Engineer,163.0,"Seattle, WA",7,3,ML / AI,101.0,37.0,25.0,Female,11527
46762,2020-10-27,AMAZON,L5,Software Engineer,175.0,"Seattle, WA",5,5,Distributed Systems (Back-End),100.0,75.0,0.0,Male,11527
46843,2020-10-28,AMAZON,L5,Software Engineer,279.0,"Seattle, WA",4,1,Distributed Systems (Back-End),207.0,72.0,0.0,NotDisclosed,11527
46891,2020-10-28,AMAZON,SDE II,Software Engineer,231.0,"Seattle, WA",4,4,Production,178.0,53.0,0.0,Male,11527
46901,2020-10-28,AMAZON,L4,Software Engineer,193.0,"Seattle, WA",2,1,Full Stack,142.0,41.0,10.0,Male,11527
46916,2020-10-28,AMAZON,SDE I,Software Engineer,95.0,"Seattle, WA",0,0,Full Stack,76.0,19.0,0.0,Male,11527
47105,2020-10-30,AMAZON,L5,Software Engineer,234.0,"Seattle, WA",5,2,API Development (Back-End),191.0,39.0,4.0,Female,11527
47167,2020-10-30,AMAZON,L5,Software Engineer,137.0,"Seattle, WA",2,4,ML / AI,89.0,48.0,0.0,NotDisclosed,11527
47179,2020-10-30,AMAZON,L6,Software Engineer,287.0,"Seattle, WA",24,3,Distributed Systems (Back-End),204.0,83.0,0.0,Male,11527
47215,2020-10-31,AMAZON,L4,Software Engineer,191.0,"Seattle, WA",0,0,API Development (Back-End),132.0,32.0,27.0,Male,11527
47230,2020-10-31,AMAZON,L4,Software Engineer,114.0,"Seattle, WA",1,1,API Development (Back-End),78.0,27.0,9.0,Male,11527
47262,2020-10-31,AMAZON,L4,Software Engineer,129.0,"Seattle, WA",0,0,Distributed Systems (Back-End),80.0,29.0,20.0,Female,11527
47497,2020-11-03,AMAZON,L5,Software Engineer,203.0,"Seattle, WA",11,1,Distributed Systems (Back-End),130.0,73.0,0.0,Male,11527
47663,2020-11-04,AMAZON,SDE I,Software Engineer,118.0,"Seattle, WA",0,0,API Development (Back-End),92.0,26.0,0.0,Female,11527
